etiqueta,hu1,hu2,hu3,hu4,hu5,hu6,hu7,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10
square,0.773763,3.51086,3.81469,5.64681,10.4588,-9.44686,10.6304,0.99665,0.0208386,0.0132483,0.0422483,0.0600419,0.00495786,0.0120251,0.0165431,0.0128594,0.00894139
square,0.76778,2.83484,4.25359,6.12061,11.3186,-8.11792,11.9637,0.996103,0.0203472,0.0487728,0.0194967,0.0590422,0.029186,0.00519274,0.00391236,0.0128453,0.00778215
square,0.762487,2.70177,4.01606,5.41791,-10.4031,-6.78513,10.2095,0.995653,0.0179873,0.0500925,0.0184384,0.0673913,0.0269689,0.0105351,0.00366604,0.00919026,0.0049487
square,0.76684,2.9018,3.67052,5.75494,10.5554,-8.28788,-10.7068,0.99491,0.0306219,0.0681722,0.0332977,0.0288035,0.0410285,0.0179757,0.0152181,0.0123505,0.0155013
square,0.687345,1.84783,4.48346,5.47758,12.1575,7.57501,-10.4582,0.988913,0.0807106,0.0401483,0.104418,0.0512641,0.00961586,0.011858,0.00245867,0.011098,0.00566989
square,0.772772,4.12453,3.83844,5.86972,-11.3242,7.93448,10.7379,0.996061,0.0103617,0.0509694,0.0521672,0.0171395,0.0278021,0.0327198,0.00870265,0.00811472,0.0125147
square,0.748882,2.39531,7.56175,8.78447,17.5659,-10.2085,16.9712,0.999729,0.0205031,0.00757595,0.00286046,0.0031474,0.00322575,0.00345253,0.000947969,0.00345253,0.00322575
square,0.724084,2.11968,3.76037,5.07561,-9.59629,-6.31996,9.70555,0.992376,0.00345984,0.0880513,0.0541158,0.0603411,0.0228224,0.00472821,0.0154958,0.00505119,0.00685348
square,0.766045,2.79788,29.9975,29.9969,-30,30,30,1,0,0,0
square,0.765576,3.29412,3.74048,6.64311,11.8594,-8.29624,-12.3209,0.993522,0.0370107,0.0658489,0.0137987,0.0748572,0.0119947,0.0258544,0.0215917,0.00698795,0.00929466
square,0.742253,2.36141,3.82521,7.18727,12.6936,8.36799,-14.3482,0.993633,0.0179009,0.0900085,0.0509581,0.036959,0.0101882,0.0134424,0.0031601,0.00342488,0.00164534
square,0.759171,2.8329,4.98475,6.97995,13.028,8.91252,13.2541,0.996539,0.00251302,0.0526703,0.027978,0.0391658,0.0169585,0.0302421,0.00780366,0.0215144,0.00937106
square,0.680882,1.79575,4.6082,5.98176,11.3551,6.94735,-11.5361,0.991012,0.035859,0.0807254,0.074189,0.0315714,0.0540224,0.0184582,0.010119,0.00950566,0.0118778
square,0.757762,2.55338,4.37479,5.62157,-10.7162,-6.95274,10.8424,0.99584,0.0241949,0.0364689,0.0397333,0.0359937,0.0485105,0.0205147,0.0245427,0.00902939,0.00744938
square,0.743358,2.41523,3.84681,5.18975,-10.1057,-6.41984,9.74595,0.991024,0.0524567,0.0982012,0.0128564,0.0219368,0.0590415,0.0229439,0.02472,0.00627973,0.0128942
square,0.764613,3.97705,3.66178,5.2965,-9.88075,7.28965,-9.98362,0.995352,0.0303173,0.0179372,0.0184816,0.0799553,0.0290078,0.0147405,0.013249,0.00599382,0.00543965
square,0.768543,3.23796,4.35121,5.94938,11.1331,-8.13838,-11.5228,0.995846,0.0200833,0.0295897,0.0575161,0.0300042,0.0427363,0.0222951,0.00830002,0.0147223,0.0139215
square,-0.707743,0.692473,-1.11504,1.42719,-1.62682,2.24959,1.95352,0.994593,0.00755811,0.00729229,0.0301683,0.0295022,0.0608462,0.0452437,0.0211477,0.0204401,0.0477448
square,0.765428,2.84628,4.19241,6.2717,-11.5771,7.6976,-11.775,0.99366,0.0362223,0.0677776,0.051635,0.0518034,0.0295595,0.00545045,0.0117758,0.00664856,0.0172617
square,0.773462,3.39599,5.05099,6.71468,12.5982,8.90048,13.8618,0.994698,0.0415529,0.0511352,0.0500781,0.0430688,0.0297862,0.0181611,0.0232106,0.00982428,0.00438275
square,-0.518351,1.10819,0.132757,0.607486,1.1331,-1.20175,1.12326,0.996094,0.0144069,0.0332948,0.0315673,0.0186472,0.0110504,0.0426233,0.0467816,0.0296144,0.0114861
square,0.69131,1.86306,5.08666,5.78763,11.2268,6.74943,-12.239,0.988368,0.0181278,0.118533,0.0344288,0.0840357,0.0113946,0.0144403,0.00888369,0.00681502,0.006277
square,-0.481994,0.332558,0.299099,0.883239,1.75867,1.05874,1.54277,0.992668,0.0593708,0.0445038,0.054368,0.0209556,0.0308223,0.0147657,0.0304184,0.0541968,0.0260529
square,-0.661792,-0.152149,-0.874855,-0.0834213,-0.559679,-0.0841675,0.377495,0.995986,0.0203352,0.0401499,0.0323271,0.0352609,0.00942204,0.0261375,0.0218724,0.037583,0.0321654
square,0.737255,2.33321,3.59401,6.51315,11.9401,7.78925,11.6096,0.991852,0.0389661,0.0896755,0.0623273,0.0440203,0.0116486,0.0233661,0.007146,0.00746802,0.00771441
square,-0.553975,0.0702236,0.584065,1.30559,3.20573,-1.34074,-2.2531,0.995999,0.0107462,0.0140639,0.0278677,0.0212881,0.0197298,0.0150485,0.0218147,0.0724204,0.010371
square,0.760727,2.59369,4.20735,5.75528,-10.7727,-7.19305,-11.1443,0.995676,0.0195137,0.0506635,0.0173566,0.0604429,0.0330296,0.0134637,0.0177665,0.0105143,0.00532397
square,0.775726,3.1953,4.65021,6.51335,-12.1568,-8.1167,-12.3986,0.996917,0.0134931,0.0234212,0.0366569,0.0321057,0.0433051,0.00968417,0.0309323,0.0106639,0.00344022
square,-0.643961,-0.0383078,-0.339572,0.429784,0.50922,1.22551,-0.892365,0.99546,0.0148192,0.0272621,0.0310148,0.00474117,0.0293881,0.0241748,0.0379331,0.0478714,0.0439632
square,0.730627,2.23646,4.78687,5.71096,11.5766,7.73958,-10.9729,0.992259,0.0255941,0.0932954,0.0240587,0.06773,0.0130287,0.0197636,0.0100388,0.0124399,0.00896044
square,0.754733,2.51216,4.0656,4.87928,9.42596,6.23378,9.62084,0.994206,0.0287604,0.0745631,0.0285162,0.0615537,0.0136183,0.0146928,0.00901893,0.00349923,0.00846469
square,0.766415,2.79304,4.56088,5.94825,11.8575,-7.52819,11.2137,0.994692,0.0292201,0.0618276,0.0436572,0.0541591,0.0197337,0.0243728,0.00866906,0.000633796,0.00351424
square,0.737754,2.32376,3.96733,5.26176,-9.98642,-6.49973,-10.0765,0.99284,0.0155637,0.0685867,0.0296015,0.0856708,0.0118633,0.0210507,0.00802992,0.0148949,0.015365
square,0.770165,3.46743,4.52179,6.52483,12.0991,8.57958,-12.3877,0.995824,0.0110153,0.0339387,0.0621852,0.0439462,0.0248015,0.020395,0.00116564,0.0134329,0.00709662
square,0.67411,1.86781,3.69495,4.42893,-8.51453,-5.44769,8.98394,0.984364,0.0910887,0.0786234,0.11201,0.018679,0.036523,0.0408446,0.0172537,0.0129092,0.0136436
square,0.71882,2.05715,4.2967,5.407,-10.331,-6.45713,-10.5331,0.992627,0.0362492,0.0753764,0.0592708,0.0236085,0.0454753,0.0289137,0.00615218,0.0165745,0.0202427
square,0.756078,2.90775,3.99675,5.90481,10.9096,7.67749,-11.184,0.994942,0.0113674,0.0247209,0.0635661,0.0533934,0.0388696,0.0236435,0.0172537,0.00689217,0.00664391
square,-0.52651,0.300917,0.418894,0.899373,-1.70353,1.37638,1.71466,0.995156,0.023069,0.0163936,0.00406841,0.0140912,0.0330995,0.0213714,0.0309261,0.0709617,0.0332146
square,-0.632389,-0.101377,0.752667,0.594952,-1.27536,0.736553,-2.03087,0.992072,0.0345401,0.0548654,0.0141507,0.101016,0.0209264,0.0107796,0.0113257,0.00749515,0.0211369
square,-0.531805,-0.286559,0.793687,0.431136,-1.89497,1.07694,1.04789,0.993579,0.0451103,0.0542837,0.0162172,0.0273961,0.0442129,0.0494812,0.00844485,0.0355518,0.032665
square,0.756486,2.54999,4.59461,5.85647,11.203,-8.10336,11.2667,0.996502,0.0138166,0.0419637,0.0460552,0.0322222,0.0284903,0.0170905,0.0222745,0.0102274,0.0129538
square,0.769494,2.78232,5.94228,6.80622,13.4581,-9.46096,-13.2513,0.994033,0.0240023,0.0796354,0.037746,0.0454794,0.0139876,0.0234389,0.01439,0.0216356,0.00816554
square,0.75296,2.66681,4.46386,6.55699,-12.1912,-7.90874,-12.2484,0.994193,0.0166517,0.0645807,0.0417497,0.0566032,0.0367476,0.0104299,0.0164904,0.0184099,0.0107562
square,0.742926,2.34171,4.76377,5.8858,11.3043,7.40556,11.4383,0.993813,0.0221087,0.0433361,0.0608054,0.0512426,0.0526678,0.0200484,0.0158374,0.0135845,0.00595825
square,-0.293895,2.21026,1.01142,1.61504,3.05338,2.72293,-3.10755,0.995164,0.0291027,0.00305842,0.0373218,0.0238265,0.0304541,0.0185034,0.0381252,0.0445875,0.0460366
square,0.763743,2.85183,3.8629,5.28832,-10.7207,-7.05079,9.86818,0.993584,0.0328839,0.0805278,0.0412707,0.0289173,0.0440176,0.0177808,0.0187464,0.00842607,0.00313128
square,0.764471,2.76764,6.06899,7.66554,14.6207,9.21792,14.7716,0.998907,0.0304151,0.0200401,0.0168917,0.00229672,0.0145201,0.00945367,0.0093795,0.0130574,0.00292969
square,0.739634,2.24024,3.92682,5.58958,-10.8204,-7.664,10.3739,0.991413,0.040112,0.103059,0.0304303,0.0478989,0.0291569,0.0189134,0.0182381,0.0098068,0.00352768
square,-0.608471,0.659843,-0.326724,1.14291,-1.61916,-1.49067,-1.83579,0.996664,0.0201945,0.0252004,0.00718249,0.0332423,0.0124401,0.0355356,0.0148802,0.0440483,0.0296867
square,0.774938,4.34858,4.38153,6.0234,-11.3096,8.21198,11.4734,0.997027,0.00775614,0.0240533,0.0267922,0.0511165,0.0404972,0.01544,0.00740552,0.00593452,0.000179325
square,0.778156,3.36629,4.12446,5.39246,-10.2956,7.13663,-10.3074,0.99751,0.0243396,0.0162547,0.0152168,0.0328959,0.0428729,0.027207,0.0120248,0.00877833,0.00207392
square,0.777422,3.8899,4.78343,6.44282,12.5011,-8.50964,-12.0859,0.996463,0.00587194,0.0339376,0.0471557,0.0303385,0.0456026,0.0226509,0.0067089,0.00907628,0.00334004
square,0.755357,2.5947,3.928,5.90162,-11.6123,-8.17094,10.8221,0.994627,0.0301642,0.0576003,0.0438527,0.0381055,0.0400762,0.0301436,0.00801294,0.0227615,0.00410521
square,0.767911,3.82003,3.77777,5.6009,-10.2906,7.62601,-11.6728,0.995699,0.0372402,0.0201098,0.00583576,0.074875,0.00820753,0.0157563,0.0131607,0.0225868,0.0124061
square,0.717017,2.08355,4.05343,5.47016,-11.0444,7.39567,10.2372,0.991038,0.0535637,0.0918072,0.0387728,0.0530781,0.0332298,0.0257634,0.0148585,0.0133649,0.00767473
square,0.774697,3.80319,4.47233,6.26361,11.8007,8.81017,-11.765,0.995689,0.0187204,0.0344663,0.0674885,0.0345899,0.0263315,0.0179678,0.0133757,0.008752,0.00656832
square,0.711595,2.41927,4.08994,5.01496,-9.58411,6.2702,10.1327,0.993144,0.0591059,0.0396351,0.0297649,0.0421705,0.0368848,0.0280911,0.0365158,0.02513,0.042683
square,0.713082,2.00893,4.78955,6.29891,11.9569,7.40944,12.0379,0.993888,0.0427854,0.0710913,0.0256679,0.0580864,0.0114152,0.0205592,0.0181745,0.00627433,0.01864
square,0.763903,2.92966,4.36143,6.80526,12.4056,-8.41054,-12.95,0.996285,0.0111895,0.0349745,0.0185781,0.0694222,0.0182103,0.0176359,0.0104854,0.00711013,0.00998192
square,0.755626,2.72962,4.01077,5.39449,10.1148,7.01083,10.6506,0.994786,0.0167678,0.031351,0.0738158,0.0407191,0.0384241,0.0104244,0.00272407,0.0195645,0.00734497
square,-0.829975,-0.571128,-0.238904,-0.439044,0.774896,0.724507,0.144733,0.99381,0.0461547,0.0158317,0.0405482,0.0123097,0.0571687,0.0522609,0.0286591,0.0290462,0.0223529
square,0.777291,3.23423,4.52445,6.01007,-11.2929,-7.62796,11.857,0.996818,0.0350392,0.0311382,0.00660216,0.0586929,0.024237,0.0038303,0.00504706,0.00373391,0.00513517
square,-0.525343,-0.293884,0.513158,0.513198,-3.00675,0.475303,1.0264,0.987964,0.0733249,0.0163204,0.0295669,0.0451942,0.0943383,0.0580374,0.0274054,0.0297612,0.0382366
square,-0.555604,0.625635,-0.198592,1.07217,-2.01849,1.60877,-1.53081,0.995078,0.0276111,0.0264003,0.00196232,0.0616886,0.036001,0.0156906,0.0521541,0.0134773,0.0103985
square,0.761608,2.64264,4.31185,6.04756,12.2992,-7.49521,-11.2288,0.995091,0.00553884,0.0535354,0.037833,0.0641219,0.0190525,0.0276382,0.00788357,0.00779443,0.010181
square,-0.3692,0.394482,0.147898,0.729238,-1.68959,0.989928,-1.18839,0.992938,0.0543571,0.0467553,0.020462,0.00553929,0.0789303,0.00304108,0.0135705,0.0441157,0.0106747
square,0.775443,3.56955,3.56279,5.0791,9.57157,7.02856,-9.5314,0.994739,0.038174,0.0510278,0.0687114,0.0276575,0.0225723,0.0122802,0.0119724,0.0103193,0.00604434
square,0.754732,2.70338,4.36323,6.12701,11.4403,8.97996,11.6568,0.993362,0.0385113,0.0701647,0.0284571,0.0705351,0.016439,0.0166246,0.0140776,0.0170752,0.00197946
square,0.734159,2.20931,3.88054,5.20365,-9.78019,-6.30869,10.1625,0.994329,0.00877648,0.0656329,0.0522746,0.0388763,0.0435432,0.00796671,0.0114542,0.0233594,0.00670309
square,0.772895,3.34772,3.54428,5.14979,9.83201,6.84463,9.549,0.995098,0.0297065,0.0639263,0.0560248,0.0331412,0.0120424,0.0081354,0.0124249,0.0128612,0.00656142
square,0.716967,2.09027,4.3099,5.54672,-10.4847,-6.70734,-11.1552,0.990656,0.0141616,0.0900848,0.0661003,0.0688827,0.0309613,0.00914498,0.0070624,0.00640023,0.00621323
square,0.756778,2.6145,5.9361,7.65965,-14.6552,10.4337,-14.5693,0.99489,0.0287865,0.0388508,0.0368582,0.0656447,0.0366752,0.0186068,0.0162895,0.00944098,0.0119621
square,-0.495398,0.522796,-0.255949,1.14793,-1.67574,1.44605,-1.84549,0.995459,0.0408291,0.0371944,0.00210725,0.0181816,0.00640949,0.0311716,0.00621862,0.0659074,0.0167642
square,-0.527174,0.738151,1.05223,0.692128,1.67836,-1.51488,-1.75867,0.996498,0.0133858,0.0336794,0.0254998,0.0110936,0.0429101,0.0362897,0.0375286,0.0173509,0.00613702
square,0.754394,2.49004,5.967,6.71803,-13.3169,-8.36473,-13.1402,0.994534,0.0230704,0.0598587,0.0452051,0.0457631,0.0412844,0.0273124,0.0121544,0.00471992,0.0054164
square,0.761466,3.00554,5.81482,5.67884,12.105,-7.18991,-11.4354,0.993883,0.00667411,0.0108643,0.0872766,0.0497321,0.0225809,0.0341219,0.013569,0.004856,0.00778584
square,0.638953,1.60879,3.6456,4.79225,9.30157,5.84056,-9.07732,0.978005,0.110342,0.143151,0.0622143,0.0707922,0.00559074,0.0222208,0.0239511,0.0266072,0.0122631
square,0.75346,2.57362,4.13331,5.84087,10.8495,7.13046,11.3408,0.995102,0.0401178,0.0497938,0.0545237,0.0235062,0.0267469,0.0263337,0.0155747,0.0147113,0.0170376
square,0.664716,1.83502,3.43097,5.15178,-9.44347,-6.76762,-10.8633,0.985205,0.0479253,0.0531942,0.148823,0.0183026,0.0140531,0.0251145,0.0198752,0.0200825,0.0115821
square,0.760093,2.65093,4.73658,6.23731,11.9576,-9.36324,-11.815,0.995541,0.00319912,0.0210154,0.0523343,0.0297657,0.0621711,0.0176535,0.0164563,0.0174927,0.00819504
square,-0.591351,-0.112443,-0.330848,0.0550379,0.0560191,-0.0696867,-0.38434,0.990978,0.0198212,0.0225569,0.108309,0.0345602,0.0310563,0.00869339,0.0539905,0.0063938,0.0118006
square,0.763796,2.98992,5.30425,6.66359,12.7522,8.50507,-12.8562,0.996252,0.0161634,0.0346384,0.0296923,0.0630241,0.0187701,0.0239388,0.00917595,0.0112389,0.00563518
square,0.756643,3.43327,3.47431,5.24857,10.144,-7.13761,9.62941,0.994388,0.0335203,0.00392321,0.0635055,0.0580868,0.0250167,0.0439936,0.0081465,0.00251474,0.0034593
square,0.770625,3.14621,4.06632,5.76259,-10.6931,-7.33812,11.2508,0.997035,0.00569935,0.0221451,0.0343435,0.0481958,0.0397293,0.00321748,0.0137564,0.000290374,0.0108842
square,-0.666306,-0.000286174,-0.109235,1.79109,-3.14273,-2.24445,2.65373,0.995123,0.0180114,0.0264206,0.0531692,0.0613776,0.0344011,0.0112618,0.0127775,0.0106297,0.0229661
square,0.75632,2.8847,4.38397,6.85913,13.0579,-8.35965,-12.4965,0.994562,0.0096839,0.05988,0.0199229,0.0721542,0.0218124,0.0215011,0.0101305,0.0180879,0.014
square,0.45588,1.03094,3.06439,3.54403,6.88053,4.172,7.27806,0.960431,0.0833493,0.23908,0.0953902,0.0490243,0.0321877,0.0157846,0.0198517,0.0120836,0.0117837
square,0.748661,2.66089,3.8716,5.16486,9.68309,7.28987,11.981,0.990565,0.0423146,0.105795,0.0253309,0.0166429,0.0627059,0.017007,0.0176195,0.0165854,0.00855708
square,0.770888,3.07799,5.63203,6.65403,12.8625,8.47639,-13.0894,0.995444,0.0209326,0.0448298,0.0244925,0.070112,0.0228176,0.0122575,0.0168315,0.00685431,0.0112814
square,-0.764523,0.65557,-0.195231,-0.905797,1.44859,-0.186829,-0.727896,0.990216,0.0719821,0.0965151,0.00590809,0.0473741,0.021083,0.0363387,0.0244927,0.00944273,0.0155668
square,0.774571,3.48221,4.2113,5.85575,-10.8896,-7.6613,-12.3369,0.997001,0.0134785,0.0124467,0.0356898,0.0411464,0.0422133,0.0112646,0.0221341,0.0117002,0.0122826
square,0.542042,1.29729,3.19407,3.88208,7.47419,4.65439,-7.74863,0.983684,0.0312756,0.118722,0.0525454,0.0901981,0.0641819,0.0273713,0.0334743,0.00608109,0.0192445
square,0.784488,3.6672,4.21442,5.52671,10.7066,7.9051,-10.457,0.997685,0.0198171,0.0268472,0.0258088,0.048874,0.0112324,0.0106836,0.0109624,0.00359869,0.00907756
square,0.691096,1.89893,3.50455,4.73756,8.86761,5.70022,9.55453,0.986096,0.0859701,0.100328,0.0658155,0.0520386,0.038241,0.0344498,0.020615,0.00621185,0.00256814
square,0.704095,1.96779,3.69973,4.96671,9.30304,5.97167,-10.2239,0.987639,0.0610047,0.109751,0.053888,0.0526542,0.0443144,0.0243651,0.0213979,0.00889519,0.00563148
square,0.755248,2.48692,4.87665,6.83669,-12.6941,-8.31275,-13.9274,0.997485,0.0300611,0.0224362,0.0417992,0.0387462,0.00139179,0.0146332,0.00948945,0.00677615,0.00409541
square,-0.614017,0.0907941,0.963681,0.0303765,0.537553,0.0840776,1.19765,0.994489,0.0485764,0.0526864,0.000203303,0.00892282,0.0153774,0.00882392,0.0249414,0.0654858,0.0234735
square,0.75828,2.56948,4.34159,5.66865,11.0532,7.21068,-10.7153,0.995306,0.0209737,0.0469803,0.0531356,0.0364145,0.0457559,0.0106001,0.00817082,0.00208116,0.0170972
square,0.741445,2.35113,4.78664,5.90267,11.3687,7.49185,-11.4315,0.993229,0.0176284,0.0705059,0.0185006,0.0823277,0.0256118,0.0139608,0.0116752,0.00865932,0.00563374
square,0.765246,2.74548,4.67412,6.22098,-11.7098,-7.59852,12.0495,0.995395,0.0057398,0.0524083,0.0110273,0.0722698,0.0189236,0.00351795,0.0218643,0.0101485,0.0106084
square,0.778656,3.28153,5.28633,6.98336,-13.1188,-8.6242,-14.419,0.997926,0.00816822,0.0249194,0.0289937,0.0411811,0.0138104,0.0142873,0.017267,0.01362,0.00635326
square,0.744356,2.54326,4.68551,5.85069,-11.2206,-7.6573,-11.3322,0.99333,0.0516088,0.0678575,0.0241238,0.0558877,0.0459104,0.00675624,0.00559494,0.00796574,0.00861347
square,0.721245,2.1416,3.61092,5.1614,-9.54793,-6.28821,-10.9356,0.993142,0.0306546,0.0719596,0.0221942,0.0631388,0.0256743,0.0355875,0.0177037,0.0215072,0.0192448
triangle,0.607148,1.72525,1.92943,2.5625,4.80857,3.42547,-6.47011,0.956882,0.13408,0.247804,0.0491479,0.0376854,0.0266659,0.0103536,0.0125968,0.00825902,0.0105488
triangle,0.64855,2.29516,2.00469,3.25229,6.24732,4.8238,5.92517,0.972023,0.0726525,0.211659,0.0438201,0.0328244,0.0377079,0.0036634,0.0214282,0.00926485,0.0107439
triangle,0.718208,3.23916,2.38738,4.88219,8.51773,6.50954,9.74502,0.987901,0.00920632,0.100253,0.0909925,0.0435571,0.0519616,0.0271593,0.0126759,0.00614713,0.0102092
triangle,0.683238,2.28664,2.26996,3.71137,6.72809,4.88305,-7.17541,0.980272,0.033633,0.17795,0.0515259,0.0198288,0.0386584,0.0208347,0.0282234,0.0160567,0.0154486
triangle,-0.63971,0.467417,-1.5229,0.731376,0.416078,1.16331,-0.590178,0.991015,0.0586097,0.0267013,0.0421846,0.0815514,0.0178881,0.0461243,0.0517396,0.00614524,0.0121804
triangle,0.704407,2.8109,2.35348,5.15669,8.91772,6.60069,-9.69598,0.986276,0.0205843,0.10703,0.106281,0.0323064,0.0471872,0.0037021,0.016556,0.0184651,0.0136609
triangle,0.699893,2.58906,2.31627,4.08938,7.5466,5.58185,7.37274,0.984091,0.0521671,0.157786,0.0239772,0.0174867,0.0397635,0.0232704,0.0249598,0.0130336,0.0122895
triangle,0.775309,3.42245,6.62768,8.83485,-16.9194,-10.5993,16.6136,0.998446,0.0503222,0.0167804,0.011902,0.0058123,0.00360209,0.00207921,0.00532425,0.0069356,0.0048234
triangle,0.675195,2.19435,2.24252,3.64289,7.01854,5.38434,6.61739,0.979579,0.0538925,0.177051,0.0493079,0.028733,0.041875,0.0206862,0.0209592,0.0160225,0.00627882
triangle,-0.322762,0.306152,-0.629909,1.00157,-1.40826,-1.15481,-1.28487,0.979617,0.0561076,0.0369324,0.0677647,0.135179,0.0358807,0.0817501,0.0644029,0.019087,0.0221566
triangle,0.744356,3.73737,2.65372,4.86371,-9.0012,-6.733,8.66413,0.993795,0.0268282,0.064899,0.0662105,0.0477779,0.015958,0.00249459,0.0211159,0.00626815,0.00523023
triangle,0.717472,2.52847,2.49499,4.17796,-8.62358,-5.86059,7.51575,0.986674,0.0357099,0.132532,0.0494399,0.0456689,0.0348619,0.0317904,0.0261328,0.00672121,0.0122828
triangle,0.571414,1.44179,2.25655,2.92166,5.54052,3.69352,-5.95704,0.970586,0.108292,0.202645,0.0452795,0.0480534,0.00851236,0.0231858,0.00816126,0.0112666,0.00275073
triangle,0.773782,3.2483,29.9994,29.9987,-30,30,-30,1,0,0,0
triangle,0.715116,3.40011,2.36311,5.2018,-9.47867,-6.90187,9.00776,0.986416,0.0490047,0.11522,0.081191,0.0457825,0.0391057,0.0254261,0.0159235,0.00711757,0.0117841
triangle,-0.450358,0.829864,-1.05822,1.04511,-1.2801,-2.73158,-1.12512,0.986565,0.0798581,0.0398753,0.0251388,0.0299181,0.0944188,0.0523754,0.0471076,0.0386844,0.042679
triangle,0.675267,2.44858,2.15919,3.68311,6.64242,5.06059,-7.00059,0.979934,0.038454,0.150756,0.0926815,0.0570842,0.0472666,0.0310916,0.00740918,0.0115422,0.0169237
triangle,0.706201,2.47292,2.38862,3.93342,7.24955,5.37014,-7.24045,0.983997,0.0460113,0.162717,0.0262285,0.0164931,0.0240271,0.0192503,0.0243971,0.017665,0.0184547
triangle,0.755513,2.85031,2.8861,5.24471,-9.32854,-6.67013,-9.85488,0.993332,0.0631606,0.0797211,0.0140673,0.0196943,0.0326958,0.0193295,0.0227781,0.0162271,0.0116589
triangle,0.656445,2.64673,1.99866,3.50123,6.25307,4.82473,-7.28196,0.977306,0.0330176,0.159808,0.10603,0.0190187,0.0669269,0.0152029,0.0391345,0.00803109,0.0182757
triangle,0.670819,4.23529,2.06098,5.25826,-9.15288,-8.1549,9.00772,0.980541,0.0225671,0.115452,0.124254,0.0481128,0.0725836,0.0254107,0.0298309,0.00464493,0.0109823
triangle,0.698705,2.71752,2.27937,4.04511,7.48436,5.72592,7.27845,0.983098,0.00653711,0.132933,0.0976284,0.0377353,0.0609327,0.0211285,0.0256561,0.0030402,0.0047069
triangle,0.675136,2.07316,2.32338,3.70372,7.70262,6.1117,6.7196,0.977112,0.0940709,0.17103,0.0420161,0.0519567,0.0462605,0.0147911,0.0118022,0.0134958,0.0027437
triangle,0.661229,2.22029,2.12793,3.58035,6.76127,5.12738,6.48902,0.979363,0.0584519,0.159159,0.0623713,0.0751833,0.0405556,0.0254827,0.00734678,0.0135817,0.00487828
triangle,0.601769,1.60969,2.07721,2.72395,5.12457,3.529,-7.00201,0.967171,0.105152,0.208606,0.0725565,0.0477969,0.0325904,0.033376,0.0029695,0.0114529,0.011878
triangle,0.714183,2.3838,2.51348,4.17257,-7.52583,-5.37942,-8.18393,0.989573,0.019198,0.0745582,0.110868,0.0307525,0.0299759,0.0164119,0.0119957,0.0162371,0.00225641
triangle,0.730557,2.86908,2.53858,4.80136,-9.0434,-6.8597,8.4875,0.989573,0.00388655,0.083507,0.0909352,0.0279228,0.0513613,0.0344445,0.0212455,0.0204542,0.00360965
triangle,0.645898,1.88036,2.23412,3.36325,6.20029,4.38528,6.55731,0.973991,0.125389,0.161424,0.0500325,0.0463323,0.051002,0.0375818,0.0197814,0.0169186,0.0148394
triangle,0.663696,2.03902,2.2056,3.21153,5.93116,4.25251,6.57196,0.974941,0.0869718,0.191928,0.0406589,0.0428979,0.00940493,0.0203339,0.0248233,0.00942828,0.0197083
triangle,0.715455,2.77768,2.40377,4.23202,7.58189,5.63852,-7.98175,0.985529,0.0397444,0.154623,0.0266822,0.00635843,0.030442,0.0153039,0.0250896,0.0174429,0.0199375
triangle,-0.694429,0.0701714,-1.99119,-0.997075,2.45943,0.948235,2.05819,0.978101,0.0400529,0.165199,0.0188509,0.0966006,0.0486954,0.00773125,0.0407919,0.0248364,0.00499475
triangle,0.706885,2.1418,2.71674,4.18919,7.64232,5.26917,9.19439,0.986662,0.0451903,0.127941,0.0498286,0.0709706,0.0229281,0.0029491,0.00324739,0.001417,0.00453036
triangle,0.680819,2.52684,2.20038,4.18231,-8.42651,-5.98551,7.37536,0.983939,0.0462378,0.0995942,0.118309,0.058121,0.0197499,0.0307724,0.0251288,0.0131762,0.0170562
triangle,0.650722,1.89816,2.2433,3.30004,6.07467,4.25095,-7.00566,0.977973,0.0335856,0.178709,0.0814292,0.0425012,0.0362529,0.0212618,0.00684132,0.00604999,0.0147272
triangle,0.68454,2.54204,2.20184,3.76221,6.94064,5.30041,6.85688,0.982168,0.0398214,0.156789,0.0671733,0.0250908,0.0477742,0.0183157,0.0326034,0.010897,0.0153408
triangle,0.710457,2.63381,2.38859,4.13071,-7.85941,-5.89899,7.41697,0.9859,0.0132621,0.102338,0.123211,0.0354584,0.0269713,0.00815137,0.000914923,0.0107936,0.00145394
triangle,0.693714,2.29041,2.36071,3.85589,7.10156,5.24902,-7.12871,0.982274,0.069126,0.159062,0.0333321,0.0394395,0.0223273,0.0314542,0.0230277,0.0137931,0.0135824
triangle,0.623279,1.9981,2.3173,4.25602,-8.26487,6.22684,7.55062,0.985736,0.0521515,0.068004,0.0344991,0.0679801,0.0150904,0.117731,0.0271148,0.012503,0.01375
triangle,0.717821,3.28985,2.38102,4.92535,-8.58103,-6.59119,9.54888,0.988038,0.0337267,0.0908499,0.10059,0.0412467,0.0415518,0.0237029,0.0120335,0.00966411,0.00653214
triangle,0.659962,2.04637,2.19155,3.32804,6.09991,4.37549,-6.72127,0.976315,0.0771991,0.187515,0.0476505,0.0218814,0.0356844,0.0197475,0.0239486,0.0208133,0.0163427
triangle,0.727993,3.13885,2.49392,4.78423,8.55415,-7.46461,-8.59546,0.987912,0.0509117,0.0858166,0.0842873,0.06591,0.0152712,0.0420021,0.0200615,0.0145786,0.00355123
